,tweet,date,hashtag,retweets,tokenized_tweet
284,"On the show on @ribblefm tonight, @rogwhiteside2 is joined in the #ManCave by all round good guy, statto and gent @FerrisIF for an hour of chat at 19:00 , before @TTNSRibbleFM plays an hour of #Eurovision hits from 20:00...ahead of this weekend's contest in Lisbon! pic.twitter.com/IirHA3nH9n",2018-05-10 04:27:46,#ManCave #Eurovision,5,ribblefm tonight rogwhitesid join mancav round good guy statto gent ferrisif hour chat ttnsribblefm play hour eurovis hit ahead weekend contest lisbon pic twitter com iirha nh
285,"On this day in 2000 @NickiFrenchie hit number 34 on the UK @OfficialCharts with ""Don't Play That Song Again"". https:// cmun.it/hywjltq0 #NickiFrench #Throwback #Eurovision pic.twitter.com/BgQn0qBnLU",2018-05-27 13:00:54,#NickiFrench #Throwback #Eurovision,2,day nickifrenchi hit number uk officialchart don play song http cmun hywjltq nickifrench throwback eurovis pic twitter com bgqn qbnlu
286,"#eurovision #eurovisiong Dear programleaders! Fantastic and humoristic presentation. Greetings from maybe the vandals origin, around Vänern(*Vendiz 2000 ys ago?) lake region. We love you @DanielaRuah @filomenacautela Silvia and Katerina https:// youtu.be/bJK48fhiJkk",2018-05-23 06:58:16,#eurovision #eurovisiong,0,eurovis eurovisiong dear programlead fantast humorist present greet mayb vandal origin vänern vendiz ys ago lake region love danielaruah filomenacautela silvia katerina http youtu bjk fhijkk
287,Underrated 2000 . #Eurovision 1. The Moon (Romania). 2. My Heart Goes Boom (Norway). 3. A Little Bit (Finland). https://www. youtube.com/watch?v=uwZBeQ WBiH0 …,2018-05-23 03:48:33,#Eurovision,0,underr eurovis moon romania heart goe boom norway littl bit finland youtub com watch uwzbeq wbih
288,I know #eurovision is over but I just wanted you all to know that I spent large parts of today listening to Israel's entry from 2000 . Why? #ForArt #thethingswedoforart,2018-05-21 08:33:24,#eurovision #ForArt #thethingswedoforart,0,know eurovis just want know spent larg part today listen israel entri forart thethingswedoforart
289,"#Eurovision 2000 - 2003. The crap years. You could see the contest was dying and out dated. The 2004 revamp definitely saved the contest. 400m views in 1980's, 100m views in the 2000 's. It's worked as the show now gets over 200m views.",2018-05-20 04:40:22,#Eurovision,0,eurovis crap year contest die date revamp definit save contest view view work get view
290,Another little fact: 2018 was the first #Eurovision edition since 1999 that no former USSR country made the top 5. Estonia finished 6th though in 1999 as they and Lithuania were the only former USSR countries participating before Russia's return and Latvia's debut in 2000 .,2018-05-16 09:17:55,#Eurovision,0,littl fact eurovis edit ussr countri estonia finish th lithuania ussr countri particip russia return latvia debut
291,Biggest winning score in % per decade: 1950's: 34.44% 1957 1960's: 65.33% 1964 1970's: 80.62% 1973 1980's: 78.92% 1982 1990's: 78.81% 1997 2000 's: 78.65% 2009 2010's: 79.77% 2017 #Eurovision #ESC2018 #AllAboard #DouzePoints #12Points,2018-05-16 09:17:30,#Eurovision #ESC2018 #AllAboard #DouzePoints #12Points,0,biggest win score decad eurovis esc allaboard douzepoint point
292,#Eurovision winners 2000 -2018 TOP 19: 1 2004 2 2012 3 2003 4 2009 5 2005 6 2016 7 2007 8 2015 9 2008 10 2010 11 2013 12 2017 13 2006 14 2014 15 2018 16 2000 17 2011 18 2002 19 2001,2018-05-15 14:39:02,#Eurovision,0,eurovis winner
293,"A nice tool to explore #Eurovision voting patterns since 2000 , by @davidottewell https:// bit.ly/2KrvRVX pic.twitter.com/eG8Qr6rJFO",2018-05-15 12:18:00,#Eurovision,0,nice tool explor eurovis vote pattern davidottewel http bit ly krvrvx pic twitter com qr rjfo
294,#EUROVISION WINNERS ( 2000 -2018) https://www. youtube.com/watch?v=r-086U CQ-Jg&feature=share …,2018-05-15 01:07:23,#EUROVISION,0,eurovis winner youtub com watch cq jg featur share
295,Toy is the best Eurovision winner off the 2000 's #Eurovision,2018-05-14 21:05:30,#Eurovision,0,toy best eurovis winner eurovis
296,"Tribute to #Eurovision 2000 now, Roger Pontare was robbed.",2018-05-14 16:34:33,#Eurovision,0,tribut eurovis roger pontar rob
297,Yesterday Israel won the #Eurovision . Today it killed 52 Arabs and wounded 2000 for protesting. What will the EU do tomorrow? Its now officially a question of white supremacy vs justice.,2018-05-14 14:24:25,#Eurovision,0,yesterday israel won eurovis today kill arab wound protest eu tomorrow offici question white supremaci vs justic
298,Every country who was/is #Allaboard at #ESC2018 ; #İsrael commits #genocide in aftermath of #Eurovision @EBU_HQ SHOULD BAN THIS TERRORIST COUNTRY OF THIS SONG CONTEST IMMEDIATELY!! 57 Palestinians (children-women) killed & more than 2000 heavy wouded/injured. God will DESTROY pic.twitter.com/EUu8iYTTMh,2018-05-14 14:05:23,#Allaboard #ESC2018 #İsrael #genocide #Eurovision,0,countri allaboard esc i̇srael commit genocid aftermath eurovis ebu hq ban terrorist countri song contest immedi palestinian children women kill heavi woud injur god destroy pic twitter com euu iyttmh
299,"As Israel kills dozens and injures close to 2000 peaceful protesters in Gaza, ""celebratory""concert taking place in Tel Aviv tonight. #Eurovision pic.twitter.com/e1uAuAY7YP",2018-05-14 06:30:29,#Eurovision,150,israel kill dozen injur close peac protest gaza celebratori concert take place tel aviv tonight eurovis pic twitter com uauay yp
300,We were the first of 2 guys kiss (and fail) in Eurovision 2000 with Pingpong #irelandeurovision #Eurovision israel #Eurovision2018 #ESC18 https:// twitter.com/oneofusoneofu/ status/995332342230249472 …,2018-05-13 09:55:29,#irelandeurovision #Eurovision #Eurovision2018 #ESC18,1,guy kiss fail eurovis pingpong irelandeurovis eurovis israel eurovis esc http twitter com oneofusoneofu statu
301,"recent cycling race , #Eurovision were #Israel 's camouflage for his crimes . during last 5 weeks , Israel murdered more than 300 Palestinian and wounded 2000 include children , Journalists and women . how can you support such tyranny ? https:// twitter.com/Zolfegar12/sta tus/995576996364201984 …",2018-05-13 08:56:26,#Eurovision #Israel,3,recent cycl race eurovis israel camouflag crime week israel murder palestinian wound includ children journalist women support tyranni http twitter com zolfegar sta tu
302,"This day in 2000 the first contest of the new millennium and 45th in total took place in Stockhom . Denmark picked up their 1st win since 1963 with ""fly on the wings of love "" by the Olsen Brothers. 2000 also marked the debut of Latvia. #Eurovision #AllAboard pic.twitter.com/gttDlioNni",2018-05-13 08:37:31,#Eurovision #AllAboard,1,day contest new millennium th total took place stockhom denmark pick st win fli wing love olsen brother mark debut latvia eurovis allaboard pic twitter com gttdlionni
303,Now that was a good song. #SRB #Eurovision (Albeit some of the tune sounded not unlike parts of Sting’s 2000 song Desert Rose),2018-05-13 05:40:38,#SRB #Eurovision,0,good song srb eurovis albeit tune sound unlik part sting song desert rose
304,My #Eurovision Winners | 2000 - 2018 http:// youtu.be/0JOq0l18nqE?a,2018-05-13 04:21:14,#Eurovision,0,eurovis winner http youtu joq nqe
305,"On #Peston on Sunday, the Israeli ambassador spoke about #Eurovision but wasn’t asked about the 2000 + Palestinian civilians recently shot by Israeli snipers. This sort of journalism allows Israel to whitewash the occupation and fails Palestinians living under oppression.",2018-05-13 03:34:46,#Peston #Eurovision,664,peston sunday isra ambassador spoke eurovis wasn ask palestinian civilian recent shot isra sniper sort journal allow israel whitewash occup fail palestinian live oppress
306,Peak 2000 ’s space fashion. #Eurovision #SBSEurovision #AUT,2018-05-13 03:13:12,#Eurovision #SBSEurovision #AUT,0,peak space fashion eurovis sbseurovis aut
307,An advert for #Eurovision on the BBC way back in 2000 ... https:// youtu.be/iNWqcdW3D4E,2018-05-13 01:53:39,#Eurovision,1,advert eurovis bbc way http youtu inwqcdw
308,Catch @NickiFrenchie chatting about last night’s #Eurovision final and her own experiences from the year 2000 on #BBCRadio5Live around 10:30 today! pic.twitter.com/TKcCcF9gpC,2018-05-13 00:11:43,#Eurovision #BBCRadio5Live,2,catch nickifrenchi chat night eurovis final experi year bbcradio live today pic twitter com tkcccf gpc
309,1999: 1st 2000 : 7th 2001: 5th 2002: 8th 2003: 5th 2004: 5th 2005: 19th 2006: 5th 2007: 18th 2008: 18th 2009: 21st 2010: didn't qualify 2011: 3rd 2012: 1st 2013: 14th 2014: 3rd 2015: 1st 2016: 5th 2017: 5th 2018: 7th 20 year history We don't talk about 2010... #Eurovision,2018-05-12 19:17:07,#Eurovision,0,st th th th th th th th th th st didn qualifi rd st th rd st th th th year histori don talk eurovis
311,"Well then, #eurovision #NextYearInJerusalem will be a political af RIDE.",2018-05-12 17:08:29,#eurovision #NextYearInJerusalem,0,eurovis nextyearinjerusalem polit af ride
312,* 2000 ’s* Turkey: hi- Azerbaijan: 12 POINTSSSS #eurovision pic.twitter.com/GdekGud53b,2018-05-12 16:19:04,#eurovision,0,turkey hi azerbaijan pointssss eurovis pic twitter com gdekgud
313,"Yeah! Smashed it, winning our #Eurovision sweepstakes, with 2000 points! I am now the proud owner of £5. Take that bitches! See you next year team",2018-05-12 16:01:43,#Eurovision,0,yeah smash win eurovis sweepstak point proud owner bitch year team
314,Can @Podge1211 represent Ireland for the #eurovision 2019 and sing maniac 2000,2018-05-12 15:52:28,#eurovision,0,podg repres ireland eurovis sing maniac
315,Stick a parody song in next year. We've got nothing to lose #EUROVISION,2018-05-12 15:49:32,#EUROVISION,0,stick parodi song year ve got lose eurovis
316,Well that's horrendously disappointing. I'm not a big Eurovision fan but you can't boo Russia (who weren't even performing) and then celebrate Israel winning. Over 2000 Palestinian children have been killed by Israelis in the past 18 years. #Eurovision #isr,2018-05-12 15:46:51,#Eurovision #isr,0,horrend disappoint big eurovis fan boo russia weren perform celebr israel win palestinian children kill isra past year eurovis isr
317,"I mean, Fuck Israël #Eurovision",2018-05-12 15:45:32,#Eurovision,0,mean fuck israël eurovis
318,"In 2000 years, historians will pore over digital records of #Eurovision voting and read wild political theories into them like we do with votive steles from panhellenic festivals",2018-05-12 15:40:54,#Eurovision,0,year historian pore digit record eurovis vote read wild polit theori like votiv stele panhellen festiv
319,"""And with 2000 points, United Kingdom!"" #Eurovision",2018-05-12 15:34:22,#Eurovision,1,point unit kingdom eurovis
320,"JURI, DONT FUK THIS UP!!!!! #Eurovision",2018-05-12 15:31:23,#Eurovision,0,juri dont fuk eurovis
321,2000 and late mah gurl #Eurovision,2018-05-12 15:22:04,#Eurovision,0,late mah gurl eurovis
322,Grecian 2000 appears to have made a comeback #Eurovision,2018-05-12 15:20:13,#Eurovision,0,grecian appear comeback eurovis
323,"If anyone wants any Grecian 2000 in Yerevan, that presenter's got it all. #Eurovision",2018-05-12 15:19:36,#Eurovision,0,want grecian yerevan present got eurovis
324,Battlefield Earth ( 2000 ) #Eurovision pic.twitter.com/Ks9AiE9OvD,2018-05-12 15:18:32,#Eurovision,2,battlefield earth eurovis pic twitter com ks aie ovd
325,"Really think it's linked to Brexit? We've got fuck all since 2000 onwards....check your facts before you tweet shite, eh? #Eurovision",2018-05-12 15:15:56,#Eurovision,0,realli think link brexit ve got fuck onward check fact tweet shite eh eurovis
326,We don't care about Europe! (Weirdos!) They don't care about us! (Twats!) All we care about is.....proper music.....between 1952 and 2000 ! #Eurovision,2018-05-12 15:01:23,#Eurovision,0,don care europ weirdo don care twat care proper music eurovis
328,Malta outfit channeling Steps c. 2000 #Eurovision results,2018-05-12 14:59:33,#Eurovision,0,malta outfit channel step eurovis result
329,Why do we even bother. Just withdraw all EU funding immediately #Eurovision,2018-05-12 14:59:04,#Eurovision,0,bother just withdraw eu fund immedi eurovis
330,So Ireland’s best performance since the advent of phone voting is Eamonn Toal in the year 2000 when he came 6th with Millenium of Love. Surely #IRE have a chance to better that now? #Eurovision,2018-05-12 14:42:35,#IRE #Eurovision,0,ireland best perform advent phone vote eamonn toal year came th millenium love sure ire chanc better eurovis
331,"Okay, now pissed enough that I’m just singing Disco 2000 in me broadest Geordie accent over the top of this piano led nonsense #Eurovision",2018-05-12 14:42:33,#Eurovision,0,okay piss just sing disco broadest geordi accent piano led nonsens eurovis
332,Israel has killed 10 000 Palestinians since 2000 and 57 Palestinians since March 30th alone. Please don't vote for an ongoing mass murder in #Eurovision Final! #BDS #BoycottIsrael #Eurovision2018 #FinalEurovision pic.twitter.com/PxjenW5Ppr,2018-05-12 14:37:51,#Eurovision #BDS #BoycottIsrael #Eurovision2018 #FinalEurovision,6,israel kill palestinian palestinian march th don vote ongo mass murder eurovis final bd boycottisrael eurovis finaleurovis pic twitter com pxjenw ppr
333,Definitely cheering for #Israel tonight! Haven't seen such wonderful weird awesomeness since #Brainstorm in 2000 (which is my all-time favourite!) #Eurovision #Eurovision2018 #AllAboard #ESC2018 #MyStar,2018-05-12 14:34:09,#Israel #Brainstorm #Eurovision #Eurovision2018 #AllAboard #ESC2018 #MyStar,0,definit cheer israel tonight haven seen wonder weird awesom brainstorm time favourit eurovis eurovis allaboard esc mystar
334,SALVADOR CRLH!!!! #Eurovision,2018-05-12 14:33:41,#Eurovision,0,salvador crlh eurovis
335,Regardless!!! Very enjoyable show although all the songs were SUPER equal. I miss the proper quirky songs/performances from early 2000 -2010!! Everybodys just tryna imitate big performers instead of doing something unique #Eurovision,2018-05-12 14:28:59,#Eurovision,0,regardless enjoy song super equal miss proper quirki song perform earli everybodi just tryna imit big perform instead do uniqu eurovis
336,"Most Top3 Appearances this millennium ( 2000 -2017): (8) Russia (5) Ukraine (4) Greece, Sweden (3) Denmark, Azerbaijan (2) Latvia, Estonia, Malta, Turkey, Romania, Serbia, Italy #Eurovision",2018-05-12 14:25:44,#Eurovision,0,appear millennium russia ukrain greec sweden denmark azerbaijan latvia estonia malta turkey romania serbia itali eurovis
337,"Sorry, #Australia is not my favorite #EUROVISION song. It's UK a la mid- 2000 's",2018-05-12 14:17:02,#Australia #EUROVISION,0,sorri australia favorit eurovis song uk la mid
338,Most of my experience of Lisbon was interfacing this 40 tape Sony Betacart with the @AP_ENPS news room system back in 2000 ’s. memories flooding back while watching #eurovision pic.twitter.com/WUUcmpBlPw,2018-05-12 14:14:01,#eurovision,0,experi lisbon interfac tape soni betacart ap enp news room memori flood watch eurovis pic twitter com wuucmpblpw
339,#Eurovision #irelandtowin,2018-05-12 14:13:55,#Eurovision #irelandtowin,0,eurovis irelandtowin
340,"HUNGRIA CRLH, PFF #EUROVISION",2018-05-12 14:10:31,#EUROVISION,0,hungria crlh pff eurovis
341,And there boys and girls are your runners and riders for the 2000 race at #AlticeArena Lisbon #eurovision,2018-05-12 14:09:51,#AlticeArena #eurovision,0,boy girl runner rider race alticearena lisbon eurovis
342,"I was expecting pizza or spaghetti, but wut is dis #EUROVISION",2018-05-12 14:09:39,#EUROVISION,0,expect pizza spaghetti wut di eurovis
343,"Italy isn't gonna win this, y'all have had your glory days 2000 years ago #Eurovision #ITA",2018-05-12 14:08:27,#Eurovision #ITA,0,itali isn gon na win glori day year ago eurovis ita
344,#Eurovision Cypress reminds me of the turkish winner in 2000 ?,2018-05-12 14:07:34,#Eurovision,0,eurovis cypress remind turkish winner
345,"And last but not least it's #Italy #ITA . Twice winners of #Eurovision , and hosts of the very first #WorldPride @Roma_Pride in 2000 and #EuroPride in 2011 at which @ladygaga performed. The LGBTI community in Italy still faces challenges - we'd love to take #EuroPride back there. pic.twitter.com/T1x26Wdhyh",2018-05-12 14:07:17,#Italy #ITA #Eurovision #WorldPride #EuroPride #EuroPride,0,itali ita twice winner eurovis host worldprid roma pride europrid ladygaga perform lgbti commun itali face challeng love europrid pic twitter com wdhyh
346,"As its #Eurovision tonight, here's some Finnish highlights. First, from 2000 , Nightwish entered Sleepwalker into the tryouts and won by got overruled by the judges. https:// youtu.be/fKJMKrX0Vlg",2018-05-12 13:57:59,#Eurovision,0,eurovis tonight finnish highlight nightwish enter sleepwalk tryout won got overrul judg http youtu fkjmkrx vlg
347,"This is better country music than any AMERICAN has released lately, which is actually a shame (cause I _really_ hate that stupid ""bro-country"" stuff. I grew up on early- 2000 's country) #Eurovision #NED",2018-05-12 13:57:47,#Eurovision #NED,0,better countri music american releas late actual shame caus realli hate stupid bro countri stuff grew earli countri eurovis ned
348,Accidentally caught 4 seconds of #EUROVISION Now i'm disturbed,2018-05-12 13:57:15,#EUROVISION,0,accident caught second eurovis disturb
349,This dancing is like the end of Blues Brothers 2000 when Queen Mousette casts her spell #NED #Eurovision,2018-05-12 13:56:18,#NED #Eurovision,0,danc like end blue brother queen mousett cast spell ned eurovis
350,"NETHERLANDS, STAHP, HOLY SH- #EUROVISION",2018-05-12 13:55:26,#EUROVISION,0,netherland stahp holi sh eurovis
351,"Well, I guess that this song is what happened to that ex I haven't seen since 2000 . #Eurovision",2018-05-12 13:52:54,#Eurovision,0,guess song happen ex haven seen eurovis
352,Hungary channeling early 2000 ’s Glassjaw and COMPLETELY ignoring the building’s fire code. #eurovision,2018-05-12 13:50:01,#eurovision,0,hungari channel earli glassjaw complet ignor build code eurovis
353,That actually sounded a bit like In Flames from their “shit” period (ie anything post Clayman circa 2000 ). #Eurovision,2018-05-12 13:49:53,#Eurovision,0,actual sound bit like flame shit period post clayman circa eurovis
354,#Eurovision #HUN sounds like a mid 2000 wrestler coming done the aisle,2018-05-12 13:49:32,#Eurovision #HUN,0,eurovis hun sound like mid wrestler come aisl
355,#eurovision some actual rock... sadly it sounds like circa 2000 emo. Sad.,2018-05-12 13:49:27,#eurovision,0,eurovis actual rock sadli sound like circa emo sad
356,#eurovision #ESC2018 Ehhhhhhhhhh God ?? dont know But sonds like Som Hardcore from 2000 :),2018-05-12 13:49:25,#eurovision #ESC2018,0,eurovis esc ehhhhhhhhhh god dont know sond like som hardcor
357,"OMFG YES, LOVE IT!!!!! #EUROVISION",2018-05-12 13:49:02,#EUROVISION,0,omfg ye love eurovis
358,Dog hasn't moved since 2000 BST & is snoring in A Minor... He gets my vote! #Eurovision pic.twitter.com/AVjJS0YQNN,2018-05-12 13:48:48,#Eurovision,1,dog hasn move bst snore minor get vote eurovis pic twitter com avjj yqnn
359,How did these guys end up in the final I’ll never understand. Linkin Park are so 2000 . #HUN #EUROVISION,2018-05-12 13:48:36,#HUN #EUROVISION,0,did guy end final ll understand linkin park hun eurovis
360,"#EUROVISION so it's still early 2000 's musically in Hungary, someone warn them there is still time to stop Nickelback. #HUN",2018-05-12 13:47:56,#EUROVISION #HUN,0,eurovis earli music hungari warn time stop nickelback hun
361,Fucking go #HUN welcoming back the early 2000 ’s kerrang songs!!! #partyhard #eurovision,2018-05-12 13:47:49,#HUN #partyhard #eurovision,0,fuck hun welcom earli kerrang song partyhard eurovis
362,"HOLY SHIT O-O Hungria, fuk yeah!!! #EUROVISION",2018-05-12 13:47:44,#EUROVISION,0,holi shit hungria fuk yeah eurovis
363,Early 2000 's Emo vibe from Hungary #HUN #EUROVISION,2018-05-12 13:47:40,#HUN #EUROVISION,0,earli emo vibe hungari hun eurovis
364,"Hey Hungary, early 2000 's want their punk rock back #HUN #Eurovision (I can get behind this)",2018-05-12 13:47:37,#HUN #Eurovision,0,hey hungari earli want punk rock hun eurovis
365,Hungary is giving me those early 2000 's vibe where everything was alternative and kinda emo #Eurovision,2018-05-12 13:47:31,#Eurovision,0,hungari give earli vibe altern kinda emo eurovis
366,#HUN time travelled from the 2000 's #Eurovision,2018-05-12 13:47:20,#HUN #Eurovision,0,hun time travel eurovis
367,this is surprisement I was not expecting this sound I FUCKING love it when #eurovision goes early 2000 's pop-rock #HUN,2018-05-12 13:47:15,#eurovision #HUN,0,surpris expect sound fuck love eurovis goe earli pop rock hun
368,"Sup Danny Zuko, the early 2000 ’s were calling & asking for their song and dance vibes back #Eurovision #Sweden",2018-05-12 13:47:10,#Eurovision #Sweden,0,sup danni zuko earli call ask song danc vibe eurovis sweden
369,Sweden are encapsulating the spirit of early 2000 music videos #Eurovision,2018-05-12 13:45:33,#Eurovision,0,sweden encapsul spirit earli music video eurovis
370,This is the cheesiest early 2000 's cringe but I'm HERE for it #Eurovision #Swe,2018-05-12 13:45:06,#Eurovision #Swe,0,cheesiest earli cring eurovis swe
371,"Its ok, i guess But because of poods ITS VERY GOOD, HOLY SHIT, no #EUROVISION",2018-05-12 13:44:55,#EUROVISION,0,ok guess pood good holi shit eurovis
372,Sweden bringing 2000 ’s Timberlake back... #Eurovision #sweden #swe,2018-05-12 13:44:38,#Eurovision #sweden #swe,0,sweden bring timberlak eurovis sweden swe
373,#Eurovision did MTV circa 2000 get shown instead of #swe ?,2018-05-12 13:44:21,#Eurovision #swe,0,eurovis did mtv circa shown instead swe
374,why does this look like a music video from the early 2000 's #eurovision,2018-05-12 13:44:12,#eurovision,0,doe look like music video earli eurovis
375,"Warning: Sweden is going to dance you off. Side effects may include nausea, double vision and the urge to listen to early 2000 Justin Timberlake #Swe #eurovision",2018-05-12 13:43:37,#Swe #eurovision,0,warn sweden go danc effect includ nausea doubl vision urg listen earli justin timberlak swe eurovis
376,"As I've said, Moldova would have won in 2000 . Today meh. #Eurovision",2018-05-12 13:40:33,#Eurovision,1,ve said moldova won today meh eurovis
377,This is classic #eurovision here. Thank you #MDA for making me remember the early 2000 ’s,2018-05-12 13:40:15,#eurovision #MDA,0,classic eurovis thank mda make rememb earli
378,#Eurovision Moldova? Oh here comes the 2000 outdated Europop !,2018-05-12 13:39:48,#Eurovision,0,eurovis moldova oh come outdat europop
379,Comedy Balkan Electro Swing: - 2000 points. #Eurovision #MDA,2018-05-12 13:38:49,#Eurovision #MDA,1,comedi balkan electro swing point eurovis mda
380,Ooooh “comedic” vibes? Kinda feels Greek? But like... heavy early 2000 ’s Greek maybe a bit outdated? #eurovision #eurovision2018 #MOL,2018-05-12 13:38:06,#eurovision #eurovision2018 #MOL,0,ooooh comed vibe kinda feel greek like heavi earli greek mayb bit outdat eurovis eurovis mol
381,"#bul is channelling some late 90's, early 2000 's goth, like, ThouShaltNot or something else from Dancing Ferret albums I picked up at Hot Topic when it was still the Goth N Go. #EUROVISION",2018-05-12 13:37:54,#bul #EUROVISION,0,bul channel late earli goth like thoushaltnot danc ferret album pick hot topic goth eurovis
382,Finland - points on for diamanti studded earpiece. Another track using beats from early 2000 's. I'm waiting for the slow moody arabic/Celtic tune that is always my fave. Good singer and better than bloody Australia.....how are they in this? #Eurovision,2018-05-12 13:37:48,#Eurovision,0,finland point diamanti stud earpiec track use beat earli wait slow moodi arab celtic tune fave good singer better bloodi australia eurovis
383,Caribe mix 2000 . #eurovision,2018-05-12 13:37:32,#eurovision,2,carib mix eurovis
384,#Eurovision moldova is so 2000 's lol,2018-05-12 13:37:26,#Eurovision,0,eurovis moldova lol
385,This group would've been cool in the early 2000 's. #bul #Eurovision #ESC,2018-05-12 13:35:02,#bul #Eurovision #ESC,0,group ve cool earli bul eurovis esc
386,Yaoi incoming #EUROVISION,2018-05-12 13:34:14,#EUROVISION,0,yaoi incom eurovis
387,Whats 2000 's Kerry Katona doing on Eurovision ? #eurovision,2018-05-12 13:32:03,#eurovision,0,what kerri katona do eurovis eurovis
388,I see #EddieJordan lost his Grecian 2000 #Serbia #Eurovision,2018-05-12 13:29:40,#EddieJordan #Serbia #Eurovision,0,eddiejordan lost grecian serbia eurovis
389,"#ingurish AND CRINGE, UGH #EUROVISION",2018-05-12 13:25:33,#ingurish #EUROVISION,0,ingurish cring ugh eurovis
390,"#Eurovision #AUS Wait... Is this 2000 ? This song would feel right in a compilation with some Britney Britney songs. With the catchy chorus and everything! That said, she's incredibly cute, and a wonderful voice! pic.twitter.com/Yk3lSSEbiA",2018-05-12 13:25:16,#Eurovision #AUS,1,eurovis au wait song feel right compil britney britney song catchi choru said incred cute wonder voic pic twitter com yk lssebia
391,Israel has killed 57 Palestinians since March 30th alone and shot over 2000 with live ammunition. #Eurovision votes for Israel would be stained with the blood of Palestinians & OK for more murders by the Apartheid state . #BDS #BoycottIsrael #Eurovision2018 #FinalEurovision pic.twitter.com/0RuyHsaG5J,2018-05-12 13:22:07,#Eurovision #BDS #BoycottIsrael #Eurovision2018 #FinalEurovision,16,israel kill palestinian march th shot live ammunit eurovis vote israel stain blood palestinian ok murder apartheid state bd boycottisrael eurovis finaleurovis pic twitter com ruyhsag
392,"AUSTRALIA, WHAT #EUROVISION",2018-05-12 13:21:41,#EUROVISION,0,australia eurovis
393,best one we’ve sent since 2000 #Eurovision,2018-05-12 13:20:40,#Eurovision,0,best ve sent eurovis
394,Let the vikings rise I like it tho #EUROVISION,2018-05-12 13:19:04,#EUROVISION,0,let vike rise like tho eurovis
395,"So #Denmark next, three wins…1964, 2000 and 2013. Be prepared for intense big bloke with beards looking like they’re going to take away your innocence…. Sorry, sorry, getting carried away like most of the audience there. #Eurovision",2018-05-12 13:18:17,#Denmark #Eurovision,3,denmark wins… prepar intens big bloke beard look like go away innocence… sorri sorri get carri away like audienc eurovis
396,What is this rn #EUROVISION,2018-05-12 13:15:01,#EUROVISION,0,rn eurovis
397,Czech Republic have made an iPod advert from 2000 #EUROVISION,2018-05-12 13:14:28,#EUROVISION,0,czech republ ipod advert eurovis
398,"Je ne parle baguete, but not the best, not the worst, in the middle I would say #Eurovision",2018-05-12 13:13:01,#Eurovision,0,je ne parl baguet best worst middl say eurovis
399,I can spot a single Euro coin from 2000 metres. So I think you’ll find that I win #eurovision,2018-05-12 13:12:46,#eurovision,13,spot singl euro coin metr think ll win eurovis
400,This Albania effort sounds like a Dream Theater power ballad circa 2000 . #Eurovision,2018-05-12 13:10:46,#Eurovision,0,albania effort sound like dream theater power ballad circa eurovis
401,Albania's song was decidedly not pop and had 2000 's vibes. I like it #Eurovision,2018-05-12 13:09:47,#Eurovision,0,albania song decidedli pop vibe like eurovis
402,"#Eurovision #ALB It's not just me that is reminded of early 2000 's rock ballads, am I? I like it though. I like it a lot, top 3 for me.",2018-05-12 13:09:25,#Eurovision #ALB,0,eurovis alb just remind earli rock ballad like like lot
403,Strong performance from Albania but it’s a bit early 2000 ’s pop rock #ALB #Eurovision,2018-05-12 13:08:20,#ALB #Eurovision,0,strong perform albania bit earli pop rock alb eurovis
404,Albania's song reminds me of one they would play in an early 2000 's teen drama when a young couple is driving on a highway at night #Eurovision,2018-05-12 13:08:01,#Eurovision,5,albania song remind play earli teen drama young coupl drive highway night eurovis
405,Albania's song makes me feel oddly nostalgic. 2000 's pop/rock anyone? #Eurovision,2018-05-12 13:07:12,#Eurovision,0,albania song make feel oddli nostalg pop rock eurovis
406,this is the perfect theme song for a 2000 show #eurovision,2018-05-12 13:07:05,#eurovision,0,perfect theme song eurovis
407,I am having old 2000 boy group vibes #Eurovision,2018-05-12 13:07:03,#Eurovision,0,have old boy group vibe eurovis
408,#ESCita #Eurovision #ALB Rock and roll Baby,2018-05-12 13:05:38,#ESCita #Eurovision #ALB,0,escita eurovis alb rock roll babi
409,This sounds like that- 2000 's/early-2010s American adult contemporary acoustic pop ballad. Like something Train would do. I won't be shocked if it does well. #GER #Eurovision,2018-05-12 13:05:06,#GER #Eurovision,0,sound like earli american adult contemporari acoust pop ballad like train won shock doe ger eurovis
410,Next year please let the screens just be powerpoint presentations circa 2000 . #Eurovision,2018-05-12 13:04:41,#Eurovision,0,year let screen just powerpoint present circa eurovis
411,SuRie to sing again #Eurovision,2018-05-12 13:03:14,#Eurovision,0,suri sing eurovis
412,"I wrote a song called ""Then There Were None"" back in 2000 . Better than all these. Sorry. It is. #Eurovision",2018-05-12 13:03:09,#Eurovision,0,wrote song call better sorri eurovis
413,"UK... idk... Ate que nao e mt ma, I think, n sei msm #Eurovision",2018-05-12 12:54:54,#Eurovision,0,uk idk ate que nao mt ma think sei msm eurovis
414,It seems England stayed stocked in the 2000 ’s newage-techno #eurovision pic.twitter.com/FKQsAQoKMJ,2018-05-12 12:54:29,#eurovision,0,england stay stock newag techno eurovis pic twitter com fkqsaqokmj
